airport_ident,length_ft,width_ft,surface,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
LGPZ,9419,148,ASP,07L,38.9206008911133,20.75,9,68,,25R,38.9303016662598,20.7805995941162,11,248,492
LGRP,10846,148,ASP,6,36.4002990722656,28.0688991546631,16,70.1,,24,36.4104995727539,28.1035003662109,17,250.1,
LGRX,10997,148,PEM,18R,38.1661987304688,21.4265003204346,37,183,653,36L,38.1360015869141,21.4246006011963,46,3,669
LGSA,10982,148,ASP,11,35.5371017456055,24.1340007781982,428,111,,29,35.5261001586914,24.168399810791,490,291,
LGSY,9849,98,ASP,17,38.9809989929199,24.4860000610352,14,176,541,35,38.9541015625,24.4885005950928,39,356,2625
LGTG,9810,148,ASP,10,38.3432998657227,23.5484008789063,483,105,492,28,38.3363990783691,23.5814990997314,459,285,
LGTL,8881,164,ASP,2,35.176826,25.320251,,20,970,20,35.204681,25.332581,,200,955
LGTS,7907,197,ASP,16,40.5303001403809,22.9675998687744,14,166.3,,34,40.5092010498047,22.9743995666504,22,346.3,
LGTS,11286,164,ASP,10,40.5219993591309,22.9591007232666,9,104,,28,40.5167007446289,22.9869995117188,19,284,
LGZA,7310,148,ASP,16,37.7605018615723,20.880500793457,11,163,640,34,37.7411994934082,20.8878002166748,12,343,659
LHBP,9875,149,CON,13R,47.4486999511719,19.2208003997803,450,132.3,,31L,47.4305000305176,19.2502002716064,450,312.3,
LHBP,12162,149,CON,13L,47.4454002380371,19.2574996948242,495,132.4,,31R,47.4230003356934,19.2938995361328,417,312.4,
LHDC,8196,131,CON,04R,47.4813995361328,21.6030006408691,355,48,,22L,47.4963989257813,21.6275997161865,359,228,979
LHKE,8200,197,CON,12,46.9235992431641,19.7355003356934,376,123,,30,46.9113998413086,19.7630004882813,376,303,
LHSM,8202,197,CON,16,46.6972999572754,17.154899597168,408,165,,34,46.6754989624023,17.163200378418,399,345,
LIBA,8727,144,ASP,11,41.5443992614746,15.6992998123169,177,114,,29,41.5346984863281,15.7285003662109,181,294,
LIBD,9843,148,ASP,7,41.1328620910645,16.7406272888184,176,67,1234,25,41.142333984375,16.7740840911865,108,247,
LIBP,7933,148,ASP,4,42.4227981567383,14.1719999313355,46,37.5,344,22,42.439998626709,14.1899003982544,27,217.5,617
LIBR,10000,148,ASP,13,40.6721992492676,17.9298992156982,29,137,,31,40.6554985046387,17.9503002166748,26,317,
LIBV,9829,98,ASP,14L,40.7817001342773,16.9221992492676,1126,141,390,32R,40.7607002258301,16.9447002410889,1154,321,392
LIBV,9846,148,ASP,14R,40.7750015258789,16.9221992492676,1129,141,677,32L,40.7537994384766,16.9447002410889,1185,321,285
LICA,9898,148,ASP,10,38.9070014953613,16.2285995483398,20,99,348,28,38.9038009643555,16.2560005187988,39,279,351
LICC,7989,148,ASP,8,37.4655990600586,15.0527000427246,37,84,312,26,37.4678993225098,15.0801000595093,17,264,279
LICJ,10912,197,ASP,7,38.1743011474609,13.0865001678467,33,66.9,404,25,38.1857986450195,13.1208000183105,50,246.9,679
LICT,8852,148,ASP,13,37.9188003540039,12.4757995605469,10,128,,31,37.9039993286133,12.5001001358032,24,308,820
LICZ,8012,98,ASP,10L,37.4051017761231,14.9090003967285,81,98,146,28R,37.4019012451172,14.93630027771,81,278,139
LICZ,8077,148,ASP,10R,37.4031982421875,14.9084997177124,80,98,343,28L,37.4000015258789,14.9361000061035,64,278,349
LIEA,9843,148,ASP,2,40.619800567627,8.28339004516602,69,25,,20,40.644401550293,8.2981595993042,87,205,
LIED,8565,74,ASP,17R,39.3653984069824,8.96778011322022,92,167,,35L,39.3424987792969,8.97461986541748,81,347,
LIED,9810,148,ASP,17L,39.367000579834,8.96994018554688,97,167,494,35R,39.3408012390137,8.97762966156006,84,347,495
LIEE,9196,148,ASP,14,39.260799407959,9.04347038269043,9,138,,32,39.2420997619629,9.065110206604,4,318,
LIEO,9006,148,ASP,5,40.8923988342285,9.50568962097168,35,53,805,23,40.904899597168,9.52956962585449,19,233,495
LIMC,12861,197,ASP,17L,45.6503982543945,8.72840976715088,745,169.6,3094,35R,45.6156997680664,8.73750019073486,691,349.6,
LIMC,12861,197,ASP,17R,45.6455001831055,8.71872997283936,764,169.6,,35L,45.6108016967773,8.72780990600586,696,349.6,1329
LIME,9429,148,ASP,10,45.671036,9.689789,779,105,312,28,45.66441,9.725433,754,285,427
LIMF,10827,197,ASP,18,45.2155990600586,7.65056991577148,981,183,2378,36,45.1859016418457,7.64869022369385,933,3,1148
LIMJ,9564,148,ASP,10,44.4154014587402,8.82419013977051,9,105,,28,44.4085006713867,8.85958003997803,12,285,528
LIML,8005,197,ASP,18,45.4561996459961,9.27587032318115,353,176,,36,45.4342994689941,9.27822971343994,337,356,
LIMN,9818,94,ASP,17,45.5442008972168,8.66491985321045,585,168,328,35,45.5178985595703,8.67317008972168,553,348,265
LIMS,9828,148,ASP,12,44.9207992553711,9.7054500579834,455,118.4,848,30,44.9080009460449,9.73880004882813,436,298.4,873
LIPC,10007,148,ASP,11,44.2304000854492,12.2901000976563,18,116,389,29,44.2182006835938,12.3242998123169,10,296,377
LIPE,9196,148,ASP,12,44.5410995483398,11.2728996276855,120,117,1007,30,44.5298004150391,11.3044004440308,120,297,1188
LIPH,7941,144,ASP,7,45.6445007324219,12.1799001693726,56,69,254,25,45.6523017883301,12.2089996337891,51,249,389
LIPI,8365,144,ASP,6,45.9734992980957,13.0350999832153,163,59,,24,45.9852981567383,13.0633001327515,179,239,
LIPK,7907,148,ASP,12,44.1997985839844,12.0566997528076,97,117,,30,44.1897010803223,12.083399772644,91,297,
LIPL,9813,148,ASP,13,45.4416007995606,10.2541999816895,330,135,812,31,45.4226989746094,10.2811002731323,312,315,812
LIPO,9810,148,ASP,14,45.4380989074707,10.3177003860474,353,135,984,32,45.4191017150879,10.3447999954224,333,315,640
LIPQ,9843,148,ASP,9,45.8279991149902,13.4474000930786,37,90,656,27,45.8278007507324,13.4860000610352,36,270,
LIPR,9828,148,ASP,13,44.0284996032715,12.5970001220703,21,128,1030,31,44.0120010375977,12.6265001296997,39,308,1006
LIPS,9816,105,ASP,8,45.6825981140137,12.0682001113892,136,82,956,26,45.6862983703613,12.1062002182007,137,262,953
LIPX,10064,148,ASP,4,45.3872985839844,10.8762998580933,220,46,189,22,45.4066009521484,10.9045000076294,238,226,1345
LIPY,9718,148,ASP,4,43.6068992614746,13.3493995666504,47,45,641,22,43.6258010864258,13.3753004074097,29,225,492
LIPZ,9121,148,ASP,04L,45.4952011108398,12.335599899292,7,42,308,22R,45.5136985778809,12.3593997955322,7,222,
LIPZ,10827,148,ASP,04R,45.4940986633301,12.3376998901367,7,42,,22L,45.5162010192871,12.3660001754761,7,222,
LIRA,7226,147,ASP,15,41.8081016540527,12.5888004302979,341,152,,33,41.7904014587402,12.6009998321533,427,332,
LIRE,8138,98,ASP,13R,41.6623992919922,12.4344997406006,,129.9,430,31L,41.6481018066406,12.4573001861572,,309.9,430
LIRF,10849,147,ASP,7,41.7993011474609,12.2320995330811,7,70,1365,25,41.8096008300781,12.2694997787476,5,250,
LIRF,12801,196,ASP,16L,41.8460006713867,12.2615003585815,14,163,,34R,41.8124008178711,12.2755002975464,6,343,
LIRF,12801,196,ASP,16R,41.8154983520508,12.2264003753662,7,163,,34L,41.7820014953613,12.2404003143311,8,343,1053
LIRM,9813,98,ASP,6,41.05419921875,14.066499710083,18,59.9,318,24,41.0676994323731,14.0972995758057,29,239.9,315
LIRN,8622,148,ASP,6,40.8797988891602,14.2775001525879,284,58.1,1309,24,40.8922996520996,14.3039999008179,223,238.1,624
LIRP,9160,141,ASP,04L,43.6738014221191,10.3807001113892,2,37,979,22R,43.6940002441406,10.40149974823,6,217,
LIRP,9820,148,ASP,04R,43.6730995178223,10.3831996917725,3,37,490,22L,43.6945991516113,10.4055004119873,6,217,843
LIRS,9823,148,ASP,3,42.7494010925293,11.0612001419067,15,31,317,21,42.7724990844727,11.0799999237061,15,211,
LIRZ,7215,148,ASP,1,43.0885124206543,12.5106420516968,667,14,328,19,43.1076850891113,12.5173273086548,693,194,203
LJLJ,10827,148,ASP,12,46.2324981689453,14.4404001235962,1273,126.4,,30,46.214900970459,14.4748001098633,1191,306.4,
LJMB,8202,148,ASP,14,46.489200592041,15.6771001815796,875,146,,32,46.4706001281738,15.6951999664307,856,326,
LKCV,7875,197,CON,13,49.9476013183594,15.3704996109009,757,137,,31,49.9317016601563,15.3931999206543,787,317,
LKHK,7874,187,CON,15L,50.2630004882813,15.8379001617432,780,151,,33R,50.2434005737305,15.8522996902466,786,331,
LKKV,7054,98,ASP,11,50.2067985534668,12.9011001586914,1987,113,460,29,50.1992645263672,12.928991317749,1985,293,
LKMT,11484,207,CON,4,49.6852989196777,18.0932006835938,842,46.1,,22,49.7070999145508,18.1284008026123,808,226.1,
LKNA,7874,148,CON,12,49.1730461120606,16.1116523742676,1548,129,,30,49.1593704223633,16.1371059417725,1496,309,
LKPD,8203,246,CON,9,50.0139999389648,15.7211999893188,735,93,,27,50.0129013061523,15.7560997009277,732,273,
LKPO,8123,197,CON,6,49.4213981628418,17.3892993927002,663,66,,24,49.4304008483887,17.4204998016357,673,246,
LKPR,10663,148,CON,12,50.1080017089844,14.245400428772,1160,127,,30,50.0904998779297,14.2817001342773,1232,307,
LKPR,12189,148,CON,6,50.1017990112305,14.226300239563,1202,65,,24,50.1160011291504,14.2734003067017,1158,245,
LKTB,8694,197,CON,9,49.1529006958008,16.6758995056152,764,94,,27,49.1497993469238,16.7119007110596,771,274,
LKVO,8203,148,ASP,10,50.2195701599121,14.3786268234253,880,105,,28,50.2137985229492,14.4125003814697,915,285.1,
LLBG,9094,197,ASP,3,31.9962158203125,34.8860816955566,129,29,,21,32.018123626709,34.9002265930176,134,209,
LLBG,10209,148,ASP,12,32.0147018432617,34.8657989501953,112,121.4,,30,31.9999008178711,34.8941993713379,130,301.4,246
LLBG,13327,148,ASP,8,32.0130004882813,34.8604011535645,97,80,,26,32.0189018249512,34.8986015319824,124,260,1969
LLEK,7830,150,ASP,15L,31.8476009368897,34.8264999389648,165,151,,33R,31.8286991119385,34.8389015197754,213,331,
LLEK,7835,150,ASP,15R,31.8472003936768,34.8207015991211,171,151,,33L,31.8283004760742,34.8330993652344,165,331,
LLEK,7880,150,ASP,18,31.8469009399414,34.8185005187988,,184,,36,31.8251991271973,34.8172988891602,,4,
LLER,11811,,,1,29.711388,35.00964,,,,19,29.742928,35.018459,,,
LLHS,7905,150,ASP,5,31.7541999816895,34.7150993347168,123,53,,23,31.7668991088867,34.7358016967773,130,233,
LLHS,8005,115,ASP,11L,31.7654991149902,34.7215003967285,116,111.6,,29R,31.7574005126953,34.7456016540527,148,291.6,
LLNV,8530,147,ASP,08L,31.2075004577637,34.9942016601563,1290,76.8,,26R,31.2127990722656,35.0208015441895,1320,256.8,
LLNV,10991,147,ASP,08C,31.2043991088867,34.9950981140137,1295,77,,26C,31.2112998962402,35.0293006896973,1360,257,
LLOV,8530,148,ASP,02L,29.9300003051758,34.9291000366211,1488,22,492,20R,29.9517002105713,34.9392013549805,1432,202,492
LLOV,9843,148,ASP,02R,29.9272003173828,34.9317016601563,1492,22,492,20L,29.9521999359131,34.9432983398438,1424,202,492
LLRD,7895,150,ASP,15,32.6755981445313,35.1768989562988,164,145,,33,32.6580009460449,35.1917991638184,164,325,
LLRD,7975,115,ASP,11,32.662899017334,35.1627006530762,128,108,,29,32.6562004089356,35.1874008178711,158,288,
LLRD,8550,145,ASP,9,32.665901184082,35.1637001037598,131,86,,27,32.6677017211914,35.1913986206055,185,266,
LLRM,8858,148,ASP,07L,30.7726993560791,34.6529998779297,2108,66.8,,25R,30.7823009490967,34.6790008544922,2080,246.8,
LLRM,9876,148,ASP,07R,30.7691993713379,34.6530990600586,2133,66.5,,25L,30.7800006866455,34.6819000244141,2071,246.5,
LMML,7799,148,ASP,5,35.8474998474121,14.4601001739502,297,56,,23,35.8599014282227,14.481499671936,247,236,
LMML,11627,197,ASP,13,35.8563995361328,14.4787998199463,256,135,,31,35.8339004516602,14.506799697876,230,315,620
LOWG,9842,148,ASP,16C,47.0042991638184,15.4359998703003,1115,164,853,34C,46.9777984619141,15.4433002471924,1088,344,
LOWK,8924,148,CON,10L,46.6459007263184,14.3206996917725,1470,106,656,28R,46.6390991210938,14.3548002243042,1445,286,
LOWL,9843,197,ASP,8,48.2324981689453,14.1674003601074,978,87,821,26,48.2338981628418,14.2076997756958,963,267,493
LOWS,9022,148,CON,15,47.8056297302246,12.9961891174316,1411,157,977,33,47.7820587158203,13.0110893249512,1411,337,787
LOWW,11483,148,ASP,11,48.1227989196777,16.5333995819092,575,116,,29,48.109001159668,16.5755996704102,600,296.1,
LOWW,11811,148,ASP,16,48.119800567627,16.5781993865967,597,164,,34,48.0886001586914,16.5912990570068,586,344,
LOXZ,9022,197,ASP,08R,47.2006988525391,14.7264995574951,2220,81,492,26L,47.2047996520996,14.7620000839233,2220,261,492
LPAR,9810,148,ASP,4,38.8717994689941,-9.03923034667969,9,33,820,22,38.8945007324219,-9.02066040039063,11,213,787
LPAZ,10000,197,CON,18,36.9850006103516,-25.1732997894287,283,171,,36,36.9578018188477,-25.1679000854492,283,351,
LPBJ,11319,197,CON,01L,38.0634002685547,-7.93443012237549,628,6.4,,19R,38.0943984985352,-7.93036985397339,624,186.4,
LPFR,8169,148,ASP,10,37.0172996520996,-7.98609018325806,24,100,148,28,37.0134010314941,-7.9585599899292,18,280,148
LPLA,10870,197,ASP,15,38.7760009765625,-27.1056003570557,158,140.7,,33,38.7528991699219,-27.0813999176025,180,320.7,
LPMA,9110,148,ASP,5,32.6889991760254,-16.7847995758057,147,44.7,480,23,32.7067985534668,-16.7639999389648,192,224.7,490
LPMR,9816,148,CON,36,39.817799,-8.88779,173,2,886,18,39.8447,-8.88673,172,182,863
LPMT,7044,148,ASP,1,38.6999015808106,-9.03833961486816,10,6.5,,19,38.7196006774902,-9.0354700088501,35,186.5,
LPMT,8005,148,CON,7,38.705002,-9.03717,18,72,,25,38.711601,-9.01041,46,252,
LPOV,8005,148,CON,18,40.9267997741699,-8.64690017700195,44,176,,36,40.9049987792969,-8.6449499130249,56,356,
LPPD,8192,148,ASP,12,37.7462005615234,-25.7108993530273,259,111.6,,30,37.7378997802734,-25.6846008300781,187,291.6,787
LPPR,11417,148,ASP,17,41.2633018493652,-8.68523979187012,151,172.8,984,35,41.2324981689453,-8.67720031738281,226,352.8,492
LPPS,9861,148,CON,18,33.0870018005371,-16.3505001068115,240,178,,36,33.0598983764648,-16.3493995666504,338,358,
LPPT,12484,148,ASP,2,38.765701,-9.14438,331,22,296,20,38.797298,-9.12739,347,202,1969
LPTN,7530,148,ASP,8,39.4720993041992,-8.38570976257324,249,77,328,26,39.4766006469727,-8.35968017578125,257,257,
LQBK,8213,148,ASP,17,44.9524002075195,17.2945995330811,376,170,,35,44.9304008483887,17.3003997802734,401,350,
LQMO,7874,158,ASP,16,43.2929000854492,17.8402996063232,155,157.9,,34,43.2729988098145,17.8514003753662,138,337.9,
LQSA,8666,150,ASP,11,43.8300018310547,18.3171005249023,1643,117,333,29,43.8191986083984,18.3458995819092,1690,297,1666
LQTZ,8152,148,ASP,9,44.4598007202148,18.7092990875244,763,96,,27,44.4575004577637,18.7402992248535,776,276,
LRBC,8203,262,CON,16,46.5326995849609,26.9058990478516,607,165,,34,46.511100769043,26.914400100708,591,345,
LRBM,7054,148,ASP,9,47.6599998474121,23.4496994018555,555,99,,27,47.6568984985352,23.478099822998,606,279,
LRBS,10499,148,CON,7,44.4991989135742,26.082799911499,297,74,787,25,44.5071983337402,26.1215000152588,292,254,2609
LRCK,11483,148,CON,18,44.3777008056641,28.4906005859375,353,186,,36,44.3465003967285,28.4862995147705,315,6,
LRCT,8202,164,CON,15,46.5125999450684,23.8792991638184,,156,,33,46.492000579834,23.892599105835,,336,
LRCV,8203,148,CON,9,44.3179016113281,23.8729000091553,626,89,,27,44.3184013366699,23.9041004180908,614,269,
LRIA,7874,148,CON,14,47.185699,27.615601,397,154,,32,47.171299,27.6257,340,334,
LROP,11484,148,ASP,08L,44.5764999389648,26.0839004516602,313,84,,26R,44.5797996520996,26.127799987793,303,264,
LROP,11484,148,ASP,08R,44.5644989013672,26.0765991210938,314,84,,26L,44.567798614502,26.1203994750977,303,264,
LRSB,8629,148,CON,9,45.7861633300781,24.0686721801758,1496,91,,27,45.7856101989746,24.1024913787842,1444,271,
LRSM,8160,148,CON,1,47.6924018859863,22.8819007873535,414,13,,19,47.7140998840332,22.8894996643066,408,193,
LRSV,8070,148,CON,16,47.6952018737793,26.3505992889404,1375,163,,34,47.6797981262207,26.3575000762939,1330,343,
LRTR,11483,148,CON,11,45.8151016235352,21.3167991638184,340,110,,29,45.804500579834,21.3589992523193,343,290,
LSGG,12795,164,CONC,4,46.2257995605469,6.09091997146606,1411,45.5,1082,22,46.2504005432129,6.12698984146118,1365,225.5,
LSMD,7726,130,ASP,11,47.4015998840332,8.63372039794922,1427,107.8,,29,47.3953018188477,8.6627197265625,1470,287.8,
LSME,8208,130,ASP,4,47.0834999084473,8.29506969451904,1400,37.6,363,22,47.1012992858887,8.31517028808594,1385,217.6,596
LSMP,9376,130,ASP,5,46.8347015380859,6.90106010437012,1463,48.4,1365,23,46.8516998291016,6.92906999588013,1456,228.4,1357
LSZH,8202,197,CON,10,47.4589004516602,8.5374698638916,1391,96,,28,47.456600189209,8.57044982910156,1416,276,
LSZH,10827,197,CON,14,47.4831008911133,8.53472995758057,1402,137.2,490,32,47.4612998962402,8.56445980072022,1402,317.2,
LSZH,12139,197,CON,16,47.4756011962891,8.53594970703125,1390,155,,34,47.4454002380371,8.55673027038574,1388,335,1541
LTAC,12303,148,ASP,03L,40.1178016662598,32.983699798584,3100,36.3,1148,21R,40.1423988342285,33.0071983337402,3123,216.3,
LTAC,12303,197,ASP,03R,40.1141014099121,32.9832000732422,3097,35.4,,21L,40.141300201416,33.0091018676758,3125,215.4,
LTAD,9045,138,ASP,11L,39.956901550293,32.671199798584,2642,113,492,29R,39.9474983215332,32.6991996765137,2653,293,
LTAE,10991,148,ASP,3,40.0662002563477,32.5550003051758,2729,32.8,,21,40.0915985107422,32.576301574707,2767,212.8,
LTAF,9022,148,ASP,5,36.9748001098633,35.2680015563965,54,54,,23,36.9894981384277,35.2928009033203,65,234,
LTAG,10000,148,CON,5,36.9936981201172,35.4122009277344,175,52.9,,23,37.0102996826172,35.4394989013672,238,232.9,
LTAH,9843,148,CON,13R,38.7363014221191,30.5865993499756,3310,134,,31L,38.7176017761231,30.6116008758545,3268,314,
LTAH,12008,148,CON,13L,38.7373008728027,30.5877990722656,3310,133,,31R,38.7145004272461,30.6184005737305,3265,313,
LTAI,9811,148,concrete,18R,36.915699005127,30.7924003601074,172,186,,36L,36.8889999389648,30.7887001037598,176,6,
LTAI,11155,148,concrete,18C,36.9155006408691,30.7947006225586,176,186,,36C,36.8851013183594,30.790599822998,176,6,
LTAI,11155,148,CON,18L,36.9113998413086,30.8113994598389,176,186,,36R,36.8809013366699,30.8071994781494,158,6,
LTAJ,9842,100,CON,10R,36.9500999450684,37.4614982604981,2309,105,328,28L,36.9430999755859,37.4940986633301,2215,285,
LTAJ,9843,157,CON,10L,36.951099395752,37.464298248291,2315,105,427,28R,36.9445991516113,37.4945983886719,2190,285,
LTAN,10984,148,ASP,01L,37.9651145935059,32.554141998291,3367,17,,19R,37.9940147399902,32.5651092529297,3392,197,
LTAN,10984,148,CON,01R,37.964599609375,32.5563011169434,3352,17,,19L,37.9934005737305,32.5674018859863,3382,197,
LTAO,7874,135,ASP,4,38.3466987609863,38.2443008422852,3002,47,,22,38.3606986999512,38.263599395752,3005,227,
LTAP,9600,148,ASP,5,40.8217010498047,35.5079002380371,1758,54.6,,23,40.8370018005371,35.5360984802246,1741,234.6,
LTAR,12503,98,CON,1,39.7975006103516,36.8967018127441,5236,17.7,,19,39.8302001953125,36.9103012084961,5181,197.8,
LTAT,10990,148,ASP,3,38.4225006103516,38.0810012817383,2828,31,,21,38.4482002258301,38.101001739502,2757,211,
LTAU,9841,145,CON,7,38.7672004699707,35.4786987304688,3449,76,,25,38.7736015319824,35.5121994018555,3463,256,
LTAV,11156,98,ASP,11,39.4575004577637,31.3469009399414,3167,113,,29,39.4454002380371,31.3831996917725,3185,293,
LTAY,9842,148,ASP,5,37.7785987854004,29.6867008209229,2797,59,,23,37.7924995422363,29.7159004211426,2774,239,
LTAZ,9842,148,CON,11,38.7779998779297,34.5192985534668,3080,117,,29,38.7657012939453,34.5498008728027,3100,297,
LTBA,8530,197,ASP,5,40.9663009643555,28.8113994598389,93,59,492,23,40.9777984619141,28.8362007141113,90,239,
LTBF,9810,144,ASP,18,39.6327018737793,27.9265995025635,340,182.2,,36,39.6058006286621,27.9253005981445,332,2.2,
LTBG,9865,147,ASP,18,40.3316993713379,27.978099822998,170,181,,36,40.3046989440918,27.9773998260498,138,1,
LTBH,7710,148,CON,4,40.1273994445801,26.4153003692627,12,41,,22,40.1432991027832,26.433500289917,21,221,
LTBI,10006,150,ASP,8,39.7840995788574,30.5641002655029,2581,90,,26,39.7843017578125,30.5997009277344,2570,270,
LTBJ,10630,147,ASP,16L,38.3065986633301,27.1527004241943,412,167,,34R,38.2781982421875,27.1611995697022,364,347,
LTBJ,10630,147,CON,16R,38.3061981201172,27.1506004333496,409,167,,34L,38.2778015136719,27.159200668335,366,347,
LTBL,9821,147,ASP,17,38.5265007019043,27.0086994171143,13,176,,35,38.4995994567871,27.0114002227783,11,356,
LTBO,8385,98,CON,9,38.6817016601563,29.4570007324219,2895,90.9,,27,38.6813011169434,29.486400604248,2865,270.9,
LTBQ,9842,98,ASP,9,40.736499786377,30.0657005310059,182,96,,27,40.7336006164551,30.1007995605469,173,276,
LTBR,9818,148,CON,07L,40.2522010803223,29.5454006195068,763,74.5,,25R,40.2593994140625,29.5792999267578,749,254.5,
LTBR,9818,98,CON,07R,40.2509994506836,29.5457992553711,764,75,,25L,40.2582015991211,29.5797004699707,755,255,
LTBS,9842,148,CON,1,36.7000999450684,28.7880992889404,10,15.3,,19,36.7262001037598,28.7968997955322,20,195.3,
LTBT,9815,148,CON,14L,38.8194999694824,27.8230991363525,244,139,,32R,38.7991981506348,27.8458003997803,263,319,
LTBU,9844,148,CON,4,41.1293983459473,27.9053001403809,500,49,,22,41.1470985412598,27.9326000213623,574,229,
LTBY,8261,98,ASP,9,39.8105010986328,30.5046997070313,2593,93,,27,39.8093986511231,30.5340995788574,2580,273,
LTCA,9843,148,CONC,7,38.5943984985352,39.2647552490234,2927,71,,25,38.6008911132813,39.2981796264648,2890,251,
LTCC,11644,148,CON,16,37.9091987609863,40.1949996948242,2251,162.6,,34,37.8786010742188,40.2070999145508,2176,342.6,
LTCD,9842,148,CON,11,39.7158012390137,39.5106010437012,3783,111,,29,39.7061996459961,39.543399810791,3760,291,
LTCE,12499,148,CON,08L,39.9567985534668,41.1478996276856,5764,88.1,,26R,39.9580001831055,41.1925010681152,5761,268.1,
LTCE,12500,98,CON,08R,39.9551010131836,41.1479988098145,5762,88,,26L,39.9561996459961,41.1925010681152,5757,268,
LTCF,11483,148,CON,6,40.5553016662598,43.0964012145996,5873,64.4,,24,40.5689010620117,43.1335983276367,5869,244.4,
LTCG,8661,148,ASP,11,40.9995002746582,39.7751998901367,104,112.2,,29,40.9906005859375,39.80419921875,95,292.2,
LTCH,7103,98,ASP,15,37.1027984619141,38.8410987854004,1484,151,656,33,37.0857009887695,38.8530998229981,1458,331,
LTCI,9022,148,ASP,3,38.4584007263184,43.3227005004883,5412,38,,21,38.4780006408691,43.3418998718262,5474,218,
LTCJ,10000,150,ASP,2,37.9165992736816,41.1091003417969,1796,26,,20,37.9413986206055,41.1240997314453,1822,206,
LTCK,11649,148,ASP,11,38.7547988891602,41.6428985595703,4158,116,,29,38.7406997680664,41.679500579834,4160,296,
LTCN,7546,98,ASP,8,37.5363998413086,36.9407997131348,1616,76,,26,37.5415992736816,36.9659996032715,1723,256,984
LTCO,9843,148,ASP,16,39.6715316772461,43.0201873779297,5419,165,,34,39.6454849243164,43.029468536377,5462,345,
LTCP,8212,148,CON,5,37.723999,38.458199,2199,49,,23,37.738701,38.479698,2207,229,
LTCR,8204,148,CON,3,37.214401,40.6231,1650,37,,21,37.2323,40.640202,1728,217,
LTDA,9843,148,Concrete,4,36.3525009155273,36.2761993408203,265,42,,22,36.3722991943359,36.2988014221191,267,222,
LTFA,9844,148,ASP,17,38.530200958252,26.9738006591797,13,173,,35,38.503101348877,26.9783000946045,13,353,
LTFC,9843,148,CON,5,37.8465995788574,30.3554000854492,2827,49.6,,23,37.864200592041,30.3813991546631,2835,229.6,
LTFD,9842,147,CONCRETE,5,39.5489006042481,27.0041999816895,51,53.7,,23,39.560001373291,27.0237007141113,51,233.7,
LTFE,9646,148,CON,10R,37.2533988952637,27.6485996246338,14,,,28L,37.2468986511231,27.6756000518799,14,,
LTFE,9843,148,CON,10L,37.2550010681152,27.6492004394531,9,104,,28R,37.2472991943359,27.6814994812012,21,284,
LTFH,9843,148,CON,13,41.2636985778809,36.55419921875,10,133.5,,31,41.2452011108398,36.5800018310547,17,313.5,
LTFJ,9843,148,CON,06L,40.8927,29.2934,293,64,,24R,40.9044,29.325001,304,244,
LTFM,10039,148,CON,18,41.2897987365723,28.7562007904053,221,179,,36,41.2621994018555,28.7567005157471,309,354,
LTFM,12303,147,ASP,16L,41.2985992431641,28.7091999053955,218,174,,34R,41.2649002075195,28.7098999023438,325,354,
LTFM,12303,196,ASP,16R,41.2985992431641,28.706750869751,218,174,,34L,41.2648391723633,28.7074108123779,325,354,
LTFM,13451,196,ASP,17L,41.298828125,28.7270393371582,202,174,,35R,41.2619209289551,28.7277603149414,310,354,
LTFM,13451,147,ASP,17R,41.2988014221191,28.7245006561279,202,174,,35L,41.2619018554688,28.7252998352051,310,354,
LUBL,7245,140,CON,15,47.8470001220703,27.7749004364014,758,153.4,,33,47.8292007446289,27.7880992889404,706,333.4,
LUKK,7818,148,CON,9,46.9327049255371,28.920202255249,322,,,27,46.9300651550293,28.9512634277344,322,,
LUKK,11778,148,CON,8,46.9272994995117,28.9074001312256,399,88,,26,46.9282989501953,28.9545001983643,279,268,
LWOH,8366,140,ASP,2,41.1689987182617,20.737699508667,2284,18,,20,41.1907997131348,20.7469005584717,2313,198,
LWSK,9678,148,ASP,16,41.9723014831543,21.6177005767822,781,165,,34,41.9510002136231,21.6250991821289,768,345,
LYBE,11155,148,ASP,12L,44.826519,20.29097,318,122,,30R,44.810333,20.327454,335,302,1312
LYBE,11483,148,ASPH,12R,44.824989,20.289886,326,,,30L,44.808315,20.327484,326,,
LYNI,8202,148,ASP,11,43.3412017822266,21.8412990570068,644,113,719,29,43.3322982788086,21.869499206543,646,293,985
LYPG,8202,148,ASP,18,42.3706016540527,19.2530002593994,118,184.3,,36,42.348201751709,19.2506999969482,82,4.3,
LYTV,8208,148,ASP,14,42.4131011962891,18.7133007049561,7,139,,32,42.3961982727051,18.7332992553711,16,319,
LZIB,9515,197,CON,4,48.1608009338379,17.1993999481201,436,44,,22,48.1795997619629,17.2264995574951,430,224,
LZIB,10466,148,CON,13,48.1757011413574,17.2040004730225,433,134,,31,48.1557998657227,17.2348003387451,434,314,777
LZKZ,10171,148,ASP,1,48.6493988037109,21.236400604248,739,13,,19,48.6766014099121,21.2458992004395,753,193,
LZMC,8158,185,CON,2,48.391300201416,17.1133003234863,,18,,20,48.4127006530762,17.1235008239746,,198,
